Recency,Frequency,Monetary,R,F,M
28,1,243,1,1,1
32,2,1653,1,1,1
6,1,3964,5,1,2
23,2,8014,2,1,3
22,6,12343,2,4,4
25,4,8802,2,3,3
17,7,20856,3,5,5
11,4,5073,5,3,2
11,2,1379,5,1,1
13,6,21897,4,4,5
14,2,6614,4,1,3
30,3,7696,1,2,3
15,2,1987,4,1,1
14,5,4657,4,4,2
17,5,11193,3,4,4
28,3,6889,1,2,3
21,3,11978,2,2,4
10,11,16810,5,5,5
35,3,1969,1,2,1
18,7,10488,3,5,4
14,9,14241,4,5,5
25,3,6802,2,2,3
19,8,19047,2,5,5
23,1,6381,2,1,2
13,4,8757,4,3,3
14,4,10490,4,3,4
13,4,7428,4,3,3
13,3,8172,4,2,3
25,6,11982,2,4,4
18,3,7375,3,2,3
12,3,8743,5,2,3
25,4,8227,2,3,3
11,9,29299,5,5,5
21,4,1408,2,3,1
21,3,3440,2,2,1
14,5,9215,4,4,3
2,7,17765,5,5,5
12,6,11931,5,4,4
18,7,8133,3,5,3
11,6,12777,5,4,4
21,3,5578,2,2,2
4,5,12688,5,4,4
22,4,15411,2,3,5
13,5,19682,4,4,5
12,5,16570,5,4,5
14,2,7087,4,1,3
13,3,11662,4,2,4
17,7,21966,3,5,5
14,5,15780,4,4,5
14,4,11444,4,3,4
15,2,4166,4,1,2
27,1,1521,1,1,1
13,4,9258,4,3,3
1,2,2084,5,1,1
29,3,7659,1,2,3
18,4,10998,3,3,4
25,4,3045,2,3,1
16,3,4915,3,2,2
39,1,2537,1,1,1
26,1,1438,1,1,1
12,4,7639,5,3,3
20,4,9845,2,3,4
20,4,16169,2,3,5
18,4,13603,3,3,4
12,3,14138,5,2,5
5,3,6359,5,2,2
33,1,1200,1,1,1
15,6,5386,4,4,2
21,3,10456,2,2,4
14,6,9700,4,4,4
12,5,9003,5,4,3
5,10,3407,5,5,1
39,1,523,1,1,1
22,4,8477,2,3,3
16,4,10651,3,3,4
16,2,6660,3,1,3
15,2,5795,4,1,2
11,5,20357,5,4,5
38,2,8843,1,1,3
14,3,6428,4,2,2
16,3,4623,3,2,2
22,5,6676,2,4,3
25,3,8338,2,2,3
27,2,7245,1,1,3
15,5,14283,4,4,5
18,4,10864,3,3,4
25,3,3816,2,2,1
19,4,9709,2,3,4
12,5,12272,5,4,4
11,2,1192,5,1,1
19,3,6466,2,2,2
15,5,5995,4,4,2
14,6,15656,4,4,5
29,5,8708,1,4,3
15,2,2729,4,1,1
10,6,2826,5,4,1
12,5,14410,5,4,5
17,6,3895,3,4,2
27,6,7197,1,4,3
18,5,15277,3,4,5
16,3,17948,3,2,5
12,4,9554,5,3,3
16,5,11220,3,4,4
19,2,6886,2,1,3
16,5,4449,3,4,2
12,5,16382,5,4,5
20,5,10672,2,4,4
18,2,5145,3,1,2
24,3,14135,2,2,5
28,5,2412,1,4,1
30,7,1497,1,5,1
25,2,4466,2,1,2
30,5,10066,1,4,4
12,5,6583,5,4,2
14,2,3223,4,1,1
12,4,10096,5,3,4
12,5,10684,5,4,4
1,4,3894,5,3,2
27,4,8232,1,3,3
7,4,14096,5,3,5
12,3,11047,5,2,4
26,3,7070,1,2,3
16,7,19498,3,5,5
18,6,16472,3,4,5
24,3,4712,2,2,2
15,4,10359,4,3,4
13,5,10987,4,4,4
15,5,23348,4,4,5
39,1,2983,1,1,1
46,1,1439,1,1,1
19,5,21266,2,4,5
15,3,3312,4,2,1
18,3,14845,3,2,5
22,4,8948,2,3,3
19,8,25627,2,5,5
12,5,10927,5,4,4
15,4,4818,4,3,2
23,3,3771,2,2,1
18,3,9631,3,2,3
19,6,22203,2,4,5
15,4,12045,4,3,4
17,5,11238,3,4,4
25,2,5287,2,1,2
12,5,9900,5,4,4
14,3,4669,4,2,2
26,6,1312,1,4,1
13,3,3739,4,2,1
29,6,6806,1,4,3
12,5,7058,5,4,3
16,7,15037,3,5,5
28,2,5234,1,1,2
12,6,2246,5,4,1
15,4,7583,4,3,3
3,6,7024,5,4,3
15,5,14562,4,4,5
24,5,18263,2,4,5
15,6,16189,4,4,5
12,3,3306,5,2,1
19,6,18077,2,4,5
26,2,7711,1,1,3
27,2,7243,1,1,3
14,4,8183,4,3,3
22,4,9503,2,3,3
12,7,19876,5,5,5
12,3,11274,5,2,4
35,3,3814,1,2,1
21,5,8506,2,4,3
20,6,11899,2,4,4
14,3,6222,4,2,2
18,3,5881,3,2,2
17,4,6826,3,3,3
24,4,9856,2,3,4
28,1,1762,1,1,1
24,2,6370,2,1,2
15,4,14792,4,3,5
13,6,15137,4,4,5
16,3,12973,3,2,4
10,4,13672,5,3,4
16,6,8254,3,4,3
11,4,1952,5,3,1
10,4,9662,5,3,4
13,7,16113,4,5,5
17,6,12200,3,4,4
12,7,18633,5,5,5
41,1,6630,1,1,3
17,2,1301,3,1,1
25,2,4804,2,1,2
18,3,4331,3,2,2
15,6,7175,4,4,3
12,3,5994,5,2,2
23,3,8189,2,2,3
16,4,6841,3,3,3
36,3,7407,1,2,3
15,8,14651,4,5,5
18,5,11209,3,4,4
19,3,12391,2,2,4
13,4,6937,4,3,3
15,4,7451,4,3,3
17,3,2721,3,2,1
12,2,4287,5,1,2
14,3,9895,4,2,4
18,3,6780,3,2,3
11,4,3728,5,3,1
22,5,8610,2,4,3
13,5,10494,4,4,4
13,3,12916,4,2,4
22,1,2960,2,1,1
17,3,7876,3,2,3
21,4,9602,2,3,3
30,2,1561,1,1,1
13,3,8795,4,2,3
34,1,1367,1,1,1
11,9,12337,5,5,4
12,5,11177,5,4,4
41,4,9005,1,3,3
21,6,19959,2,4,5
0,1,2943,5,1,1
13,6,21164,4,4,5
19,3,9190,2,2,3
13,8,15068,4,5,5
2,4,2070,5,3,1
12,6,14885,5,4,5
11,4,5047,5,3,2
21,4,9915,2,3,4
23,2,1630,2,1,1
5,10,20649,5,5,5
12,12,31119,5,5,5
26,4,1108,1,3,1
33,2,2762,1,1,1
25,5,13704,2,4,4
12,5,15822,5,4,5
18,3,4874,3,2,2
22,6,17386,2,4,5
11,5,25006,5,4,5
5,4,12761,5,3,4
12,4,9083,5,3,3
12,7,15681,5,5,5
26,3,2740,1,2,1
18,1,5352,3,1,2
5,2,5738,5,1,2
15,3,990,4,2,1
24,3,3124,2,2,1
12,2,1751,5,1,1
13,3,11274,4,2,4
19,8,16348,2,5,5
21,4,7680,2,3,3
45,1,8204,1,1,3
17,4,8855,3,3,3
14,5,3548,4,4,1
10,2,6115,5,1,2
31,6,14430,1,4,5
2,6,4112,5,4,2
35,4,9169,1,3,3
14,7,10316,4,5,4
41,1,724,1,1,1
14,3,2171,4,2,1
29,3,3425,1,2,1
11,2,3047,5,1,1
22,10,16684,2,5,5
15,5,15369,4,4,5
11,7,22870,5,5,5
26,2,4175,1,1,2
37,2,4092,1,1,2
0,3,4142,5,2,2
18,6,5574,3,4,2
13,4,5497,4,3,2
13,4,8624,4,3,3
11,3,3981,5,2,2
20,1,4053,2,1,2
11,2,2375,5,1,1
12,5,13888,5,4,5
12,5,7226,5,4,3
19,1,719,2,1,1
25,2,4320,2,1,2
11,10,27643,5,5,5
26,3,9105,1,2,3
20,3,4919,2,2,2
21,5,13475,2,4,4
24,3,6709,2,2,3
13,4,7024,4,3,3
23,6,4461,2,4,2
20,3,4552,2,2,2
16,3,2373,3,2,1
12,3,3928,5,2,2
20,3,17426,2,2,5
19,2,1328,2,1,1
15,2,7627,4,1,3
14,7,18020,4,5,5
11,4,8949,5,3,3
17,3,6048,3,2,2
0,4,6492,5,3,2
13,7,20434,4,5,5
24,4,14209,2,3,5
5,6,8935,5,4,3
39,1,4816,1,1,2
13,3,9094,4,2,3
41,3,3450,1,2,1
32,1,1060,1,1,1
18,3,13441,3,2,4
13,5,1929,4,4,1
38,1,6110,1,1,2
29,3,901,1,2,1
1,6,13124,5,4,4
16,6,17973,3,4,5
33,4,3173,1,3,1
16,3,8936,3,2,3
12,3,6494,5,2,2
17,2,1697,3,1,1
16,5,10878,3,4,4
28,6,9137,1,4,3
16,5,11149,3,4,4
15,1,437,4,1,1
13,6,18304,4,4,5
23,3,7859,2,2,3
11,5,13842,5,4,5
25,3,9887,2,2,4
21,2,4163,2,1,2
18,7,17828,3,5,5
6,4,18717,5,3,5
14,3,16249,4,2,5
36,2,8559,1,1,3
46,1,3657,1,1,1
41,3,5558,1,2,2
12,2,2828,5,1,1
14,4,3836,4,3,2
37,4,2377,1,3,1
12,4,16719,5,3,5
30,1,388,1,1,1
20,2,4102,2,1,2
16,9,5004,3,5,2
15,2,7928,4,1,3
13,2,3675,4,1,1
24,4,12120,2,3,4
21,7,20043,2,5,5
12,6,12204,5,4,4
18,2,621,3,1,1
15,2,6026,4,1,2
27,3,11780,1,2,4
33,1,2307,1,1,1
10,8,19641,5,5,5
12,3,476,5,2,1
12,7,8186,5,5,3
22,4,4392,2,3,2
26,2,6958,1,1,3
22,3,8005,2,2,3
16,3,10598,3,2,4
18,5,11890,3,4,4
18,2,3202,3,1,1
12,4,4852,5,3,2
10,5,10224,5,4,4
27,5,2759,1,4,1
11,7,13033,5,5,4
15,4,7245,4,3,3
15,3,8111,4,2,3
21,3,8554,2,2,3
14,5,14957,4,4,5
18,7,14116,3,5,5
33,2,5750,1,1,2
13,6,3279,4,4,1
37,5,13585,1,4,4
18,2,6294,3,1,2
37,2,2424,1,1,1
12,6,8460,5,4,3
40,2,2928,1,1,1
25,6,19369,2,4,5
23,3,6340,2,2,2
37,1,945,1,1,1
19,4,10522,2,3,4
22,6,19245,2,4,5
14,7,15683,4,5,5
20,4,17251,2,3,5
21,6,20625,2,4,5
13,3,7413,4,2,3
16,6,14508,3,4,5
14,10,14829,4,5,5
13,6,11087,4,4,4
23,4,17001,2,3,5
15,9,11427,4,5,4
37,2,9828,1,1,4
18,3,9326,3,2,3
40,3,3403,1,2,1
17,4,18064,3,3,5
16,4,6692,3,3,3
10,2,3064,5,1,1
26,5,3591,1,4,1
9,8,15254,5,5,5
11,6,13568,5,4,4
12,10,25501,5,5,5
26,2,7369,1,1,3
26,6,6549,1,4,2
23,3,5645,2,2,2
21,3,5738,2,2,2
20,3,13389,2,2,4
18,2,2085,3,1,1
17,6,13551,3,4,4
13,5,4456,4,4,2
13,7,16860,4,5,5
13,4,2945,4,3,1
24,5,9844,2,4,4
15,5,9772,4,4,4
23,4,13482,2,3,4
24,3,5712,2,2,2
37,3,7248,1,2,3
18,6,14472,3,4,5
27,6,10632,1,4,4
17,4,14020,3,3,5
2,3,2238,5,2,1
15,6,18408,4,4,5
11,3,4615,5,2,2
23,7,10994,2,5,4
11,4,12427,5,3,4
14,5,14738,4,4,5
3,5,13181,5,4,4
37,3,12669,1,2,4
13,5,20862,4,4,5
21,3,11750,2,2,4
11,7,10115,5,5,4
1,3,9346,5,2,3
39,4,6818,1,3,3
43,1,1307,1,1,1
14,6,10741,4,4,4
12,6,1938,5,4,1
17,6,1524,3,4,1
22,3,9918,2,2,4
15,3,3461,4,2,1
13,3,1266,4,2,1
20,7,8943,2,5,3
13,7,24155,4,5,5
20,5,3800,2,4,1
16,3,519,3,2,1
28,5,6873,1,4,3
15,4,5629,4,3,2
21,5,6485,2,4,2
19,5,6290,2,4,2
15,5,12275,4,4,4
19,9,18012,2,5,5
9,4,19709,5,3,5
12,3,11882,5,2,4
27,3,1677,1,2,1
13,5,5796,4,4,2
21,2,5747,2,1,2
10,2,835,5,1,1
33,1,4080,1,1,2
13,5,9358,4,4,3
26,3,6215,1,2,2
12,9,5410,5,5,2
11,7,13517,5,5,4
14,2,6283,4,1,2
16,3,10888,3,2,4
16,4,9299,3,3,3
20,3,10638,2,2,4
15,2,5023,4,1,2
15,4,10093,4,3,4
19,3,4562,2,2,2
41,5,7113,1,4,3
14,4,8236,4,3,3
11,10,17072,5,5,5
20,7,12425,2,5,4
15,5,7496,4,4,3
20,5,15777,2,4,5
13,4,12990,4,3,4
25,6,13722,2,4,5
11,6,10003,5,4,4
12,3,10100,5,2,4
19,2,9083,2,1,3
27,1,1352,1,1,1
19,3,3718,2,2,1
15,4,8968,4,3,3
15,3,9655,4,2,4
19,5,13647,2,4,4
20,4,11611,2,3,4
18,4,12820,3,3,4
10,9,21782,5,5,5
30,1,2506,1,1,1
15,4,4960,4,3,2
18,3,8853,3,2,3
11,5,15837,5,4,5
11,4,7702,5,3,3
13,6,10704,4,4,4
25,4,13336,2,3,4
36,1,2298,1,1,1
19,5,19698,2,4,5
21,5,16712,2,4,5
13,6,10066,4,4,4
13,5,8806,4,4,3
22,3,6972,2,2,3
15,2,4424,4,1,2
11,7,16463,5,5,5
31,2,7758,1,1,3
14,5,12653,4,4,4
10,5,3496,5,4,1
13,3,11347,4,2,4
16,3,7651,3,2,3
15,3,7710,4,2,3
24,3,2098,2,2,1
12,6,14422,5,4,5
4,6,13946,5,4,5
36,1,997,1,1,1
0,9,20178,5,5,5
11,8,16218,5,5,5
23,3,9323,2,2,3
12,8,15485,5,5,5
17,6,6150,3,4,2
13,4,7477,4,3,3
11,7,4085,5,5,2
11,5,735,5,4,1
11,5,20523,5,4,5
13,3,235,4,2,1
29,1,393,1,1,1
16,4,11290,3,3,4
34,2,4460,1,1,2
27,1,1207,1,1,1
20,8,20133,2,5,5
23,3,10836,2,2,4
0,2,4316,5,1,2
18,7,16096,3,5,5
13,4,2865,4,3,1
18,3,13660,3,2,4
13,4,9927,4,3,4
43,1,1103,1,1,1
30,2,2968,1,1,1
13,3,6912,4,2,3
10,9,7602,5,5,3
21,1,6712,2,1,3
1,3,1429,5,2,1
27,2,2789,1,1,1
16,4,17562,3,3,5
13,9,14915,4,5,5
18,3,4288,3,2,2
16,5,16825,3,4,5
18,5,23953,3,4,5
11,8,11120,5,5,4
16,7,18123,3,5,5
18,5,6417,3,4,2
12,6,14250,5,4,5
17,4,8617,3,3,3
37,1,1748,1,1,1
1,4,11564,5,3,4
18,5,8283,3,4,3
13,5,13604,4,4,4
19,4,4412,2,3,2
13,5,5904,4,4,2
11,3,8637,5,2,3
11,7,7803,5,5,3
11,7,7757,5,5,3
27,2,1362,1,1,1
23,3,2991,2,2,1
11,1,249,5,1,1
12,3,8413,5,2,3
22,4,9810,2,3,4
25,2,1392,2,1,1
41,1,2519,1,1,1
11,2,8938,5,1,3
19,5,6246,2,4,2
19,2,4427,2,1,2
24,3,6612,2,2,3
11,9,30512,5,5,5
13,10,4733,4,5,2
17,3,7764,3,2,3
11,7,3187,5,5,1
14,4,15615,4,3,5
11,7,11441,5,5,4
20,6,16502,2,4,5
38,2,2196,1,1,1
15,3,11119,4,2,4
23,2,1089,2,1,1
13,5,8843,4,4,3
24,3,2723,2,2,1
14,1,468,4,1,1
4,9,6712,5,5,3
15,2,6400,4,1,2
21,5,8866,2,4,3
5,4,7236,5,3,3
20,2,1766,2,1,1
3,6,13212,5,4,4
13,3,17287,4,2,5
1,1,649,5,1,1
16,4,10046,3,3,4
13,2,3921,4,1,2
13,5,8851,4,4,3
16,6,27721,3,4,5
22,5,17169,2,4,5
4,9,18033,5,5,5
12,5,8067,5,4,3
22,4,15195,2,3,5
4,5,13736,5,4,5
15,9,13715,4,5,5
21,2,6763,2,1,3
25,4,11699,2,3,4
11,2,12086,5,1,4
19,4,17495,2,3,5
15,4,11512,4,3,4
29,3,10244,1,2,4
15,5,14046,4,4,5
14,6,16149,4,4,5
14,3,7085,4,2,3
19,2,3568,2,1,1
13,4,8421,4,3,3
20,4,17836,2,3,5
13,3,9498,4,2,3
9,6,13494,5,4,4
18,2,6616,3,1,3
10,6,15805,5,4,5
1,9,8270,5,5,3
14,2,12296,4,1,4
18,4,4574,3,3,2
12,7,16815,5,5,5
12,2,2192,5,1,1
12,4,8330,5,3,3
28,4,8696,1,3,3
13,6,18622,4,4,5
19,4,6516,2,3,2
41,3,6343,1,2,2
46,1,6104,1,1,2
15,3,2056,4,2,1
10,4,7830,5,3,3
24,1,2337,2,1,1
6,9,23959,5,5,5
28,4,5938,1,3,2
36,3,10336,1,2,4
20,3,1432,2,2,1
11,5,7379,5,4,3
18,2,5003,3,1,2
11,7,14781,5,5,5
15,4,9993,4,3,4
13,5,9131,4,4,3
7,2,6479,5,1,2
27,3,5608,1,2,2
13,5,2549,4,4,1
29,5,4753,1,4,2
13,4,14520,4,3,5
12,11,25832,5,5,5
39,3,10014,1,2,4
16,4,11805,3,3,4
24,5,10546,2,4,4
13,5,7923,4,4,3
16,5,4949,3,4,2
17,2,5969,3,1,2
4,5,10666,5,4,4
11,7,5995,5,5,2
27,4,3634,1,3,1
12,3,4300,5,2,2
40,1,1049,1,1,1
21,5,15457,2,4,5
21,6,7914,2,4,3
15,5,2168,4,4,1
19,3,6609,2,2,2
1,4,9758,5,3,4
23,3,4292,2,2,2
38,1,679,1,1,1
17,9,10941,3,5,4
35,1,6364,1,1,2
16,3,5532,3,2,2
15,4,16240,4,3,5
4,1,411,5,1,1
14,8,12484,4,5,4
0,3,8258,5,2,3
16,4,4085,3,3,2
15,7,10577,4,5,4
23,3,6738,2,2,3
13,7,10505,4,5,4
39,2,4456,1,1,2
18,4,2722,3,3,1
14,6,11349,4,4,4
22,3,14978,2,2,5
30,1,4101,1,1,2
5,5,4034,5,4,2
19,1,4900,2,1,2
36,1,2850,1,1,1
45,1,1562,1,1,1
9,10,29777,5,5,5
18,4,6370,3,3,2
17,7,18691,3,5,5
16,5,11546,3,4,4
7,5,12962,5,4,4
12,4,14547,5,3,5
22,4,9465,2,3,3
47,1,454,1,1,1
38,1,4770,1,1,2
12,6,15887,5,4,5
47,1,459,1,1,1
24,3,11935,2,2,4
17,4,6838,3,3,3
19,2,6946,2,1,3
12,7,11433,5,5,4
32,3,10061,1,2,4
13,6,14053,4,4,5
25,2,2497,2,1,1
12,1,1728,5,1,1
38,1,404,1,1,1
2,11,33158,5,5,5
11,8,24991,5,5,5
29,2,2756,1,1,1
11,9,10669,5,5,4
13,8,19551,4,5,5
32,3,12284,1,2,4
34,6,14308,1,4,5
24,3,5370,2,2,2
5,4,4785,5,3,2
22,2,6285,2,1,2
14,7,25561,4,5,5
18,2,1086,3,1,1
13,3,5827,4,2,2
14,3,3222,4,2,1
13,9,18758,4,5,5
12,2,2827,5,1,1
13,3,6397,4,2,2
15,1,500,4,1,1
11,3,9950,5,2,4
29,2,6989,1,1,3
14,3,5232,4,2,2
9,2,4152,5,1,2
23,4,5705,2,3,2
10,6,21196,5,4,5
12,4,4722,5,3,2
10,4,8326,5,3,3
12,5,4101,5,4,2
20,4,7257,2,3,3
11,6,11162,5,4,4
16,4,5433,3,3,2
44,1,967,1,1,1
10,2,2373,5,1,1
18,4,5480,3,3,2
16,5,8893,3,4,3
21,4,10821,2,3,4
13,3,4742,4,2,2
25,4,10469,2,3,4
16,4,1236,3,3,1
6,2,3310,5,1,1
27,4,10566,1,3,4
16,1,3699,3,1,1
16,5,13053,3,4,4
22,8,25424,2,5,5
13,6,15327,4,4,5
30,1,6442,1,1,2
11,5,15624,5,4,5
11,4,7421,5,3,3
10,7,11308,5,5,4
17,3,9484,3,2,3
12,4,12457,5,3,4
40,1,216,1,1,1
27,5,11978,1,4,4
28,7,25777,1,5,5
26,6,19526,1,4,5
12,2,2460,5,1,1
19,7,5746,2,5,2
20,3,4239,2,2,2
20,2,2892,2,1,1
7,2,8232,5,1,3
26,4,11227,1,3,4
21,2,4390,2,1,2
16,8,11457,3,5,4
21,3,5337,2,2,2
17,3,257,3,2,1
12,3,17643,5,2,5
13,6,8855,4,4,3
29,3,11798,1,2,4
15,3,6017,4,2,2
31,1,5298,1,1,2
13,6,18598,4,4,5
17,3,3310,3,2,1
19,4,15005,2,3,5
26,5,5824,1,4,2
12,2,2032,5,1,1
41,1,468,1,1,1
5,4,5595,5,3,2
21,4,5573,2,3,2
11,1,488,5,1,1
12,4,16061,5,3,5
22,1,2249,2,1,1
17,6,8938,3,4,3
22,4,10543,2,3,4
11,6,11880,5,4,4
17,4,8647,3,3,3
12,3,14700,5,2,5
11,4,12161,5,3,4
15,3,1803,4,2,1
17,4,7403,3,3,3
12,6,19832,5,4,5
13,2,8817,4,1,3
11,3,9946,5,2,4
27,6,5627,1,4,2
22,2,4249,2,1,2
13,3,2331,4,2,1
16,8,6537,3,5,2
5,4,9945,5,3,4
20,4,7388,2,3,3
23,4,6868,2,3,3
26,6,8462,1,4,3
9,7,16831,5,5,5
21,9,16124,2,5,5
14,4,10873,4,3,4
16,4,12973,3,3,4
8,6,15767,5,4,5
15,3,5858,4,2,2
37,1,1320,1,1,1
16,9,15464,3,5,5
23,4,2123,2,3,1
23,1,1509,2,1,1
5,3,13334,5,2,4
29,2,13155,1,1,4
10,5,8004,5,4,3
23,4,2334,2,3,1
14,5,4057,4,4,2
15,3,6014,4,2,2
11,7,19137,5,5,5
23,5,8958,2,4,3
22,1,2095,2,1,1
20,6,10987,2,4,4
21,7,5227,2,5,2
31,3,5953,1,2,2
29,1,2791,1,1,1
42,1,1259,1,1,1
13,2,2309,4,1,1
15,3,3551,4,2,1
11,11,20362,5,5,5
6,3,9678,5,2,4
11,5,3942,5,4,2
13,5,11538,4,4,4
29,4,10184,1,3,4
10,6,7505,5,4,3
16,3,9389,3,2,3
18,2,3049,3,1,1
22,2,2610,2,1,1
22,4,7353,2,3,3
29,1,472,1,1,1
15,4,9169,4,3,3
10,4,8917,5,3,3
35,3,15691,1,2,5
19,5,10879,2,4,4
14,3,7379,4,2,3
20,5,3202,2,4,1
20,3,5806,2,2,2
23,3,9091,2,2,3
0,4,6807,5,3,3
11,5,5185,5,4,2
16,3,723,3,2,1
22,5,3701,2,4,1
2,6,6985,5,4,3
14,4,6480,4,3,2
43,3,4117,1,2,2
13,4,11433,4,3,4
25,4,2075,2,3,1
13,6,18177,4,4,5
32,2,1710,1,1,1
13,4,7168,4,3,3
23,7,11337,2,5,4
15,5,8245,4,4,3
14,3,3036,4,2,1
26,3,17440,1,2,5
16,5,8642,3,4,3
18,4,11867,3,3,4
7,7,13610,5,5,4
16,3,12146,3,2,4
19,3,10751,2,2,4
13,3,10630,4,2,4
20,4,7873,2,3,3
12,6,7822,5,4,3
25,3,5867,2,2,2
23,3,4789,2,2,2
12,6,7841,5,4,3
8,3,12336,5,2,4
11,3,11690,5,2,4
25,3,1901,2,2,1
13,2,1475,4,1,1
5,7,6979,5,5,3
40,2,5229,1,1,2
12,5,11799,5,4,4
25,4,2089,2,3,1
11,5,7842,5,4,3
24,2,4779,2,1,2
15,4,6554,4,3,2
11,6,2177,5,4,1
17,7,11395,3,5,4
18,3,8375,3,2,3
17,3,8078,3,2,3
34,3,3816,1,2,1
15,2,4629,4,1,2
12,7,10729,5,5,4
8,8,17222,5,5,5
15,5,16433,4,4,5
4,8,10557,5,5,4
23,2,1349,2,1,1
16,5,2159,3,4,1
14,4,5968,4,3,2
12,5,14525,5,4,5
20,2,10939,2,1,4
11,5,14885,5,4,5
23,2,9358,2,1,3
20,3,11107,2,2,4
41,1,152,1,1,1
32,2,4258,1,1,2
14,4,2633,4,3,1
17,4,6594,3,3,2
0,5,7020,5,4,3
15,4,1706,4,3,1
19,5,4658,2,4,2
16,7,7243,3,5,3
34,2,5843,1,1,2
12,12,24898,5,5,5
20,1,4339,2,1,2
21,5,12574,2,4,4
18,5,442,3,4,1
34,2,5078,1,1,2
40,2,3815,1,1,1
21,3,3252,2,2,1
